source,source_id,name,category,subcategory,description_short,description_full,website,phone,email,facebook,other_contact,full_address,postcode,city,region,local_authority,service_area,days_open,opening_hours,appointment_needed,response_time,cost_type,specific_cost,insurance_accepted,financial_assistance,age_range,conditions_supported,referral_required,diagnosis_required,specific_services,physical_access,communication_access,sensory_friendly,organization_type,neurodivergent_led,cqc_rating,status,last_verified,verified_by,data_source,internal_notes,latitude,longitude,coordinates,content
lag_map,,"Sport- Hounslow
 Swimming lessons
Isleworth Leisure Centre",Unknown Category,,,"Isleworth Leisure Centre,
TW7 7EU
Tel: 0345 456 6675
https://www.fusion-lifestyle.com/centres/isleworth-leisure-centre-library/activities/pool-and-swimming-lessons/all",https://fusion-lifestyle.com/centres/isleworth-leisure-centre-library/activities/pool-and-swimming-lessons/all,,,,,"Twickenham Road,",TW7 7EU,Twickenham Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4670937,-0.328447900000015,"-0.328447900000015,51.4670937,0","Isleworth Leisure Centre,
Twickenham Road, 
TW7 7EU

Tel: 0345 456 6675

https://www.fusion-lifestyle.com/centres/isleworth-leisure-centre-library/activities/pool-and-swimming-lessons/all"
lag_map,,"Sport- Islington
Disability Sports Coach Club",Autism Friendly Sports Activities,,,"The club also has regular specialist dance, badminton and golf visits, including the occasional visit from Arsenal in the Community.
Bring a friend and give Club Islington a try!
Club Details
Saturday
11.00am - 1.00pm
Venue:
Sobell Leisure Centre,
Hornsey Road,
London, N7 7NY
Price:
£3
http://disabilitysportscoach.co.uk/community-clubs/",https://disabilitysportscoach.co.uk/community-clubs,,,,,"Hosted by Sobell Leisure Centre, a facility equipped for all sports, Club Islington takes place on a Saturday morning. The friendly and fun environment means all participants love playing sport.",N7 7NY,Club Islington takes place on a Saturday morning. The friendly and fun environment means all participants love playing sport.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5590636,-0.1123255,"-0.1123255,51.5590636,0","Hosted by Sobell Leisure Centre, a facility equipped for all sports, Club Islington takes place on a Saturday morning. The friendly and fun environment means all participants love playing sport.

The club also has regular specialist dance, badminton and golf visits, including the occasional visit from Arsenal in the Community.

Bring a friend and give Club Islington a try!

Club Details
Saturday
11.00am - 1.00pm
Venue:
Sobell Leisure Centre, 
Hornsey Road, 
London, N7 7NY
Price:
£3

http://disabilitysportscoach.co.uk/community-clubs/"
lag_map,,Sport -Larkfield Leisure Centre Kent,Unknown Category,,,"Larkfield Leisure Centre
Larkfield,
Kent,
ME20 6RH
Telephone Number
01622 719345
Email Address
larkfield.leisurecentre@tmbc.gov.uk
Websites
www.larkfieldleisure.co.uk
Sports Offered
Swimming
This Centre has an IFI accredited gym. There is a pool hoist available into the main pool (25m) and into the teaching pool (10m).
Good disabled access at the centre including a wheelchair lift.",,,,,,"New Hythe Lane,",ME20 6RH,New Hythe Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3080442,0.442995999999994,"0.442995999999994,51.3080442,0","Larkfield Leisure Centre
New Hythe Lane,
Larkfield,
Kent,
ME20 6RH
Telephone Number
01622 719345

Email Address
larkfield.leisurecentre@tmbc.gov.uk

Websites
www.larkfieldleisure.co.uk

Sports Offered
Swimming

This Centre has an IFI accredited gym. There is a pool hoist available into the main pool (25m) and into the teaching pool (10m). 
Good disabled access at the centre including a wheelchair lift."
lag_map,,"Sport- Kensington & Chelsea
Disability Sports Coach Club",Autism Friendly Sports Activities,,,"The club takes place on Saturday mornings with football, boccia, basketball and cricket the most popular sports!
During the year, the club will have specialist coaching visits from The Golf Trust, Westway tennis coaches and The Wheelchair Dance Association. The club also has access to a new cardio wall.
There is a lot of friendly competition at the club and many welcoming faces for any new people joining the session. Come join us!
Club Details
Saturday
11.00 - 1.00pm
Venue:
Kensington Leisure Centre,
Silchester Road,
London,
W10 6EX
Price:
£3
http://disabilitysportscoach.co.uk/community-clubs/",https://disabilitysportscoach.co.uk/community-clubs,,,,,"Hosted at the impressive and fully accessible Kensington Leisure Centre, you will not find a better sporting setting in London. Situated just off Ladbrook Grove, the club is easy to reach by public transport.",W10 6EX,London,England - London,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5143131,-0.215990099999999,"-0.215990099999999,51.5143131,0","Hosted at the impressive and fully accessible Kensington Leisure Centre, you will not find a better sporting setting in London. Situated just off Ladbrook Grove, the club is easy to reach by public transport.

The club takes place on Saturday mornings with football, boccia, basketball and cricket the most popular sports!

During the year, the club will have specialist coaching visits from The Golf Trust, Westway tennis coaches and The Wheelchair Dance Association. The club also has access to a new cardio wall.

There is a lot of friendly competition at the club and many welcoming faces for any new people joining the session. Come join us!

Club Details
Saturday
11.00 - 1.00pm
Venue:
Kensington Leisure Centre, 
Silchester Road, 
London, 
W10 6EX
Price:
£3

http://disabilitysportscoach.co.uk/community-clubs/"
lag_map,,"Sport-Kensington 
 Trampolining 
Oxygen Freejumping",Unknown Category,,,"oxygenfreejumping.co.uk
+44 20 3846 1386
Peaceful jumping sessions on Mondays,
Starting at 12 O’clock and carers go free.",,,,,,"15 Vision Industrial Park, Kendal Avenue, London W3 0AF, UK",W3 0AF,London,England - London,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5215736,-0.277368700000011,"-0.277368700000011,51.5215736,0","15 Vision Industrial Park, Kendal Avenue, London W3 0AF, UK
oxygenfreejumping.co.uk 
+44 20 3846 1386

Peaceful jumping sessions on Mondays,
Starting at 12 O’clock and carers go free."
lag_map,,"Sport - Kent
Cascades Leisure Centre",Unknown Category,,,"Cascades Leisure Centre
Kent,
DA12 4LG
Telephone Number
01474 337471
Email Address
info@gcll.co.uk
Websites
www.gcll.co.uk
Sports Offered
Swimming
This Gym isn't IFI accredited but they do have some specialist equipment.
The Pool has a pool hoist and the leisure pool has a pool lift.
Good access throughout the centre including changing rooms and toilets.",,,,,,"Thong Lane,",DA12 4LG,Thong Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.420113,0.40133620000006,"0.40133620000006,51.420113,0","Cascades Leisure Centre
Thong Lane,
Kent,
DA12 4LG
Telephone Number
01474 337471

Email Address
info@gcll.co.uk

Websites
www.gcll.co.uk 

Sports Offered
Swimming

This Gym isn't IFI accredited but they do have some specialist equipment. 
The Pool has a pool hoist and the leisure pool has a pool lift. 
Good access throughout the centre including changing rooms and toilets."
lag_map,,"Sport - Kingston 
YMCA Hawker 
Inclusive Fitness Initiative",Unknown Category,,,"Objectives
To ensure the availability of sporting opportunities and fitness equipment to all members of the local community.
Address: Lower Ham Road,
Kingston upon Thames, Surrey, KT2 5BH
CONTACT:
Tel: 020 8296 9747
Fax: 020 8296 9759
Email: info.hawker@kwymca.org.uk",,,,,,"Offering various sports for members of the local community, including a gym, football, basketball, netball, indoor bowls and tennis. They have been accredited as a member of the Inclusive Fitness Initiative and have a range of equipment and classes available to those with disabilities, including those in wheelchairs and with limited mobility.",KT2 5BH,including those in wheelchairs and with limited mobility.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.426823,-0.309504999999945,"-0.309504999999945,51.426823,0","Offering various sports for members of the local community, including a gym, football, basketball, netball, indoor bowls and tennis. They have been accredited as a member of the Inclusive Fitness Initiative and have a range of equipment and classes available to those with disabilities, including those in wheelchairs and with limited mobility.
Objectives
To ensure the availability of sporting opportunities and fitness equipment to all members of the local community.

Address: Lower Ham Road, 
Kingston upon Thames, Surrey, KT2 5BH
CONTACT:
Tel: 020 8296 9747 
Fax: 020 8296 9759
Email: info.hawker@kwymca.org.uk"
lag_map,,Sport -Laburnum Boat Club/ Swimming,Unknown Category,,,"Address
Laburnum Boat Club
Laburnum Street,
London,
E2 8BA
Telephone Number
020 7729 2915
Email: laburnumboatclub@tiscali.co.uk
Websites
www.laburnum.org.uk
Sports Offered: Sailing, Swimming",,,,,,"The club runs a disabled specific after school club on Mondays and Thursdays 17.00-19.00pm.Activities undertaken include swimming, climbing and sailing. The club can also offer a pick up and drop off service to Hackney residence if transport is a problem for them.Sessions cost £1. The club also runs a youth club for able-bodied and disabled children.These sessions run on Tuesday and Wednesday 17.00-19.00pm and cost £1 and also on Saturday 11.00-16.00pm, this session costs £2. There are also sessions run for adults with mental health issues on Wednesdays 19.30-21.30pm. Activities undertaken include kayaking and narrowboating. These sessions cost £3. All the sessions are run by qualified coaches who are experienced in working with disabilities. The venue also has full disabled access.",E2 8BA,this session costs £2. There are also sessions run for adults with mental health issues on Wednesdays 19.30-21.30pm. Activities undertaken include kayaking and narrowboating. These sessions cost £3. All the sessions are run by qualified coaches who are experienced in working with disabilities. The venue also has full disabled access.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5355704,-0.0721361999999317,"-0.0721361999999317,51.5355704,0","The club runs a disabled specific after school club on Mondays and Thursdays 17.00-19.00pm.Activities undertaken include swimming, climbing and sailing. The club can also offer a pick up and drop off service to Hackney residence if transport is a problem for them.Sessions cost £1. The club also runs a youth club for able-bodied and disabled children.These sessions run on Tuesday and Wednesday 17.00-19.00pm and cost £1 and also on Saturday 11.00-16.00pm, this session costs £2. There are also sessions run for adults with mental health issues on Wednesdays 19.30-21.30pm. Activities undertaken include kayaking and narrowboating. These sessions cost £3. All the sessions are run by qualified coaches who are experienced in working with disabilities. The venue also has full disabled access.

Address
Laburnum Boat Club
Laburnum Street,
London,
E2 8BA
Telephone Number
020 7729 2915

Email: laburnumboatclub@tiscali.co.uk

Websites
www.laburnum.org.uk 

Sports Offered: Sailing, Swimming"
lag_map,,"Sport- Lambeth 
Disability Sports Coach Club",Autism Friendly Sports Activities,,,"The club’s young leaders play a big part in the delivery of the session and creating an inclusive setting. Popular sports include basketball, tennis and new age Kurling, but this is just a few sports delivered at the club.
We hope to offer gym experiences as part of the 2016-7 programme. Specialist golf, dance and cricket taster sessions will also feature.
Spread the clubs word, and come and join the fast growing Tuesday session.
Club Details
Tuesday
4.30 - 6.00pm
Venue:
Brixton Recreation Centre,
27 Brixton Station Road,
London, SW9 8QQ
Price:
£3
http://disabilitysportscoach.co.uk/community-clubs/",https://disabilitysportscoach.co.uk/community-clubs,,,,,Club Lambeth takes place at the heart of disability sport in Lambeth. The session is an ideal time for young people to come to after school and also is open to all.,SW9 8QQ,Club Lambeth takes place at the heart of disability sport in Lambeth. The session is an ideal time for young people to come to after school and also is open to all.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4638198,-0.113125299999979,"-0.113125299999979,51.4638198,0","Club Lambeth takes place at the heart of disability sport in Lambeth. The session is an ideal time for young people to come to after school and also is open to all.

The club’s young leaders play a big part in the delivery of the session and creating an inclusive setting. Popular sports include basketball, tennis and new age Kurling, but this is just a few sports delivered at the club.

We hope to offer gym experiences as part of the 2016-7 programme. Specialist golf, dance and cricket taster sessions will also feature.

Spread the clubs word, and come and join the fast growing Tuesday session.

Club Details
Tuesday
4.30 - 6.00pm
Venue:
Brixton Recreation Centre, 
27 Brixton Station Road,
 London, SW9 8QQ
Price:
£3

http://disabilitysportscoach.co.uk/community-clubs/"
lag_map,,Cycling -Lewisham,Unknown Category,,,"Sports Hall, Ladywell Day Centre (indoors)
Tuesday 10:3am – 12:30pm
http://www.wheelsforwellbeing.org.uk/
Our qualified instructors, supported by fantastic volunteers, help participants try our cycles or get comfortable on the one that suits them, and offer ongoing support.
On your first visit…
If you’ve not cycled with us before please arrive during the first half hour of the session to say hello and have an induction.
If you’re a group of five or more please let us know in advance the sorts of cycles you’d like to try so we make sure they’re available:
Phone 020 7346 8482
email: info@wheelsforwellbeing.org.uk
Please download and fill in the New-Cyclist-Registration-Form or Group-Registration-Form; this will save time at our reception desk when you arrive.",https://wheelsforwellbeing.org.uk,,,,,"Sports Hall, Ladywell Day Centre, 148 Dressington Avenue, Lewisham SE4 1JF",SE4 1JF,148 Dressington Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4529073,-0.02389160000007,"-0.02389160000007,51.4529073,0","Sports Hall, Ladywell Day Centre (indoors)
Tuesday 10:3am – 12:30pm
Sports Hall, Ladywell Day Centre, 148 Dressington Avenue, Lewisham SE4 1JF
http://www.wheelsforwellbeing.org.uk/ 
Our qualified instructors, supported by fantastic volunteers, help participants try our cycles or get comfortable on the one that suits them, and offer ongoing support.

On your first visit…
If you’ve not cycled with us before please arrive during the first half hour of the session to say hello and have an induction.
If you’re a group of five or more please let us know in advance the sorts of cycles you’d like to try so we make sure they’re available: 
Phone 020 7346 8482
 email: info@wheelsforwellbeing.org.uk
Please download and fill in the New-Cyclist-Registration-Form or Group-Registration-Form; this will save time at our reception desk when you arrive."
lag_map,,"Sport- Mitcham
Swimming(Mind sessions by referral only)
Canons Leisure Centre",Unknown Category,,,"Merton Mind
Canons Leisure Centre (Mitcham)
Surrey,
CR4 4HD
Telephone Number
020 8648 6565
Email Address: mertonmind@btconnect.com
www.mertonmind.org.uk
Sports Offered: Swimming
Centre has an IFI accredited gym.
Disability swimming sessions on Thursday mornings.
REFFERAL ONLY:Participants must be referred by a mental health specialist. Participants gym and swim for free, but must first complete an induction which costs £10.50. Parents/carers are welcome to attend.
Centre has full disabled access.",,,,,,"Madeira Road,",CR4 4HD,Madeira Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4004863,-0.1629547,"-0.1629547,51.4004863,0","Merton Mind
Canons Leisure Centre (Mitcham)
Madeira Road,
Surrey,
CR4 4HD
Telephone Number
020 8648 6565

Email Address: mertonmind@btconnect.com

www.mertonmind.org.uk     

Sports Offered: Swimming

Centre has an IFI accredited gym.

Disability swimming sessions on Thursday mornings.

REFFERAL ONLY:Participants must be referred by a mental health specialist. Participants gym and swim for free, but must first complete an induction which costs £10.50. Parents/carers are welcome to attend.

Centre has full disabled access."
lag_map,,"Gymnastics and Dance
The Muswell Hill Centre
London Academy",Unknown Category,,,"At LAGAD our teachers are former Olympians, World and European competitors and other top performers who show great passion and energy for their discipline. Our highly experienced coaches and dance teachers are fully qualified, DBS checked and insured.
Our gymnastics classes range from Youngsters Gymnastics for children aged from 3 ½ years through to advanced levels, Disability Gymnastics and Rhythmic Gymnastics. We offer a range of dance classes including Ballet, Toddler & Parent Ballet, Global Dance, Street Dance and Adult Ballet.
London Academy of Gymnastics and Dance
The Muswell Hill Centre
Hillfield Park
London
N10 3QJ
Booking Enquiries & Customer Services
email: info@lagad.co.uk
Tel: 07887 367 171
https://www.lagad.co.uk",https://lagad.co.uk,,,,,"LAGAD is a specialist company passionate about the provision of high quality, fun Dance and Gymnastics education in the community. We believe we offer the best onsite Dance and Gymnastics classes in London.",N10 3QJ,London,England - London,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5896223,-0.141805200000022,"-0.141805200000022,51.5896223,0","LAGAD is a specialist company passionate about the provision of high quality, fun Dance and Gymnastics education in the community. We believe we offer the best onsite Dance and Gymnastics classes in London.

At LAGAD our teachers are former Olympians, World and European competitors and other top performers who show great passion and energy for their discipline. Our highly experienced coaches and dance teachers are fully qualified, DBS checked and insured.

Our gymnastics classes range from Youngsters Gymnastics for children aged from 3 ½ years through to advanced levels, Disability Gymnastics and Rhythmic Gymnastics. We offer a range of dance classes including Ballet, Toddler & Parent Ballet, Global Dance, Street Dance and Adult Ballet.

London Academy of Gymnastics and Dance
The Muswell Hill Centre
Hillfield Park
London
N10 3QJ

Booking Enquiries & Customer Services

email: info@lagad.co.uk

Tel: 07887 367 171

https://www.lagad.co.uk"
lag_map,,Sport -Newham Leisure Centre,Unknown Category,,,"Newham Leisure Centre
London,
E13 8SD
Telephone Number
020 7511 4477
Email Address
zahra.mirza@gll.org
Websites
www.better.org.uk/areas/newham/centres/newham-leisure-centre
Sports Offered
Swimming
Centre runs a free special needs session in the gym on Tuesdays 13.30-15.30pm. Also run a disability muilti sports session on Tuesdays 10.00-12.00pm for adults and children. Centre has an IFI Accredited Gym. Centre has full disabled access including pool hoists, disabled changing rooms and toilets.",,,,,,"281 Prince Regent Lane,",E13 8SD,281 Prince Regent Lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5181903,0.0324347000000671,"0.0324347000000671,51.5181903,0","Newham Leisure Centre
281 Prince Regent Lane,
London,
E13 8SD
Telephone Number
020 7511 4477

Email Address
zahra.mirza@gll.org

Websites
www.better.org.uk/areas/newham/centres/newham-leisure-centre   

Sports Offered
Swimming

Centre runs a free special needs session in the gym on Tuesdays 13.30-15.30pm. Also run a disability muilti sports session on Tuesdays 10.00-12.00pm for adults and children. Centre has an IFI Accredited Gym. Centre has full disabled access including pool hoists, disabled changing rooms and toilets."
lag_map,,Sport- Northolt Leisure Centre Swimming,Unknown Category,,,"Centre caters for all disabilities and has an IFI accredited gym.
Centre runs disabled swimming sessions on Mondays 1.00-2.00pm for 16+ yr olds and Wednesday 7.00-8.00pm for under 16s. Each session costs £2.00.
Parents/carers are welcome to attend sessions.
Northolt Leisure Centre
Middlesex,
UB5 4AB
Telephone Number
020 84237436
Email Address
northoltlc@ealing.gov.uk
Websites
www.ealing.gov.uk
Sports Offered
Swimming",,,,,,"Eastcote Lane North,",UB5 4AB,Eastcote Lane North,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.548964,-0.368393999999967,"-0.368393999999967,51.548964,0","Centre caters for all disabilities and has an IFI accredited gym.

Centre runs disabled swimming sessions on Mondays 1.00-2.00pm for 16+ yr olds and Wednesday 7.00-8.00pm for under 16s. Each session costs £2.00.

Parents/carers are welcome to attend sessions.

Northolt Leisure Centre
Eastcote Lane North,
Middlesex,
UB5 4AB
Telephone Number
020 84237436

Email Address
northoltlc@ealing.gov.uk

Websites
www.ealing.gov.uk

Sports Offered
Swimming"
lag_map,,"Sport- Northwood
Aquarius Swimming Club
Merchant Taylors' School",Unknown Category,,,"Swimming lessons available for children from 3 years of age through to teens. Teachers in the water with beginners (Parents do not participate). ASA Badge progression from Puffin through to the Gold & Honours Challenge Awards. Swim fit sessions for advanced swimmers/teenagers. Club established over 30 years.
Small groups trained for special needs.
Lessons available Sunday mornings in Hatch End. Saturday afternoon in Northwood at Merchant Taylors School. Email aquariussc@aol.com for information and to check availability or call 01271890571.",,,,,,Aquarius Swimming Club,,Aquarius Swimming Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6358527,-0.424239599999964,"-0.424239599999964,51.6358527,0","Aquarius Swimming Club
Swimming lessons available for children from 3 years of age through to teens. Teachers in the water with beginners (Parents do not participate). ASA Badge progression from Puffin through to the Gold & Honours Challenge Awards. Swim fit sessions for advanced swimmers/teenagers. Club established over 30 years.

Small groups trained for special needs. 
Lessons available Sunday mornings in Hatch End. Saturday afternoon in Northwood at Merchant Taylors School. Email aquariussc@aol.com for information and to check availability or call 01271890571."
lag_map,,Sport -Old Street Swimming Pool,Unknown Category,,,"Our session at Old Street in Islington, London, is the first WeSwim club. It has excellent facilities and the use of two pools to meet people’s differing needs.
If you have any general questions about swimming with WeSwim you can view them here and specific questions related to WeSwim Old Street here.
Where?
Ironmonger Row Baths, at 1 Norman St EC1V 3AA has fantastic disabled access to the building, changing rooms and the swimming pool so whatever your disability, confidence or swimming level we would love to support you in exploring the mental, physical and social benefits of swimming and being in the water.
We have dedicated use of the 15m teaching pool & 2 lanes of the main pool at Ironmonger Row Baths, where you will be supported by our team of friendly, enthusiastic and trained volunteers, providing a safe, private environment to swim in.
When?
The weekly session are currently held on Tuesdays between 7.15 – 8.30pm. After your swim there will be an opportunity to chat to other swimmers and volunteers over a well earned refreshments in the swimming pool reception.
https://weswim.club/old-street/",https://weswim.club/old-street,,,,,WeSwim Old Street,EC1V 3AA,WeSwim Old Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5265761,-0.0946019,"-0.0946019,51.5265761,0","WeSwim Old Street
Our session at Old Street in Islington, London, is the first WeSwim club. It has excellent facilities and the use of two pools to meet people’s differing needs.

If you have any general questions about swimming with WeSwim you can view them here and specific questions related to WeSwim Old Street here.

Where?
Ironmonger Row Baths, at 1 Norman St EC1V 3AA has fantastic disabled access to the building, changing rooms and the swimming pool so whatever your disability, confidence or swimming level we would love to support you in exploring the mental, physical and social benefits of swimming and being in the water.

We have dedicated use of the 15m teaching pool & 2 lanes of the main pool at Ironmonger Row Baths, where you will be supported by our team of friendly, enthusiastic and trained volunteers, providing a safe, private environment to swim in.

When?
The weekly session are currently held on Tuesdays between 7.15 – 8.30pm. After your swim there will be an opportunity to chat to other swimmers and volunteers over a well earned refreshments in the swimming pool reception.

https://weswim.club/old-street/"
lag_map,,Cycling -Victoria Park,Unknown Category,,,"Our clubs are designed as a place for people to cycle, meet new people and are very much a relaxed environment designed to be accessible to all. The sessions are not coached or intensive sessions simply a place to try out a different type of cycling.
http://www.bikeworks.org.uk/all-ability/
Every Wednesday 1pm until 3pm. Alternate Saturdays between 1pm and 3pm. On Saturdays, there is an under 16s club between 12pm and 1pm.
For more information please contact our the All Ability Team on all.ability@bikeworks.org.uk
We meet at the Lock House gate entrance which you can access by Parnell Road.",https://bikeworks.org.uk/all-ability,,,,,ALL ABILITY CYCLING CLUBS,,ALL ABILITY CYCLING CLUBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5504488,-0.0301592,"-0.0301592,51.5386702,0","ALL ABILITY CYCLING CLUBS
Our clubs are designed as a place for people to cycle, meet new people and are very much a relaxed environment designed to be accessible to all. The sessions are not coached or intensive sessions simply a place to try out a different type of cycling.
http://www.bikeworks.org.uk/all-ability/    

Every Wednesday 1pm until 3pm. Alternate Saturdays between 1pm and 3pm. On Saturdays, there is an under 16s club between 12pm and 1pm.

For more information please contact our the All Ability Team on all.ability@bikeworks.org.uk

We meet at the Lock House gate entrance which you can access by Parnell Road."
lag_map,,Sport -Peckham Pulse Healthy Living Centre,Unknown Category,,,"Peckham Pulse Healthy Living Centre
London,
SE15 5QN
Telephone Number
0844 893 3888
Email Address
adrian.matthews@fusion-lifestyle.com
Websites
www.fusion-lifestyle.com
Sports Offered
Swimming
Peckham Pulse run a number of disability swimming sessions. Contact the centre directly for further details. The centre also has an IFI Gym available. There is full disabled access around the whole centre including disabled parking, hydrotheraphy pool with a hoist, disabled changing rooms and toilets.",,,,,,"10 Melon Road,",SE15 5QN,10 Melon Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4741842,-0.0704157000000123,"-0.0704157000000123,51.4741842,0","Peckham Pulse Healthy Living Centre
10 Melon Road,
London,
SE15 5QN
Telephone Number
0844 893 3888

Email Address
adrian.matthews@fusion-lifestyle.com

Websites
www.fusion-lifestyle.com

Sports Offered
Swimming

Peckham Pulse run a number of disability swimming sessions. Contact the centre directly for further details. The centre also has an IFI Gym available. There is full disabled access around the whole centre including disabled parking, hydrotheraphy pool with a hoist, disabled changing rooms and toilets."
lag_map,,Sport -Potters Bar Tennis,Unknown Category,,,"Players of all ages and abilities are welcome and will find plenty of opportunities to play tennis.
Gerry Bloohn
The Walk,
POTTERS BAR,
Hertfordshire,
EN6 1QL
Telephone Number
01707 649049
Email Address
apatravel2@hotmail.com
Websites
http://www.pottersbartennis.net/
Impairments catered for
Learning Disabilities
When do we meet
Tuesday 1.30pm - 2.30pm",https://pottersbartennis.net,,,,,"Potters Bar Tennis Club is a thriving and friendly local sports club located on The Walk in Potters Bar, Hertfordshire.",EN6 1QL,Hertfordshire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6954033,-0.178708400000005,"-0.178708400000005,51.6954033,0","Potters Bar Tennis Club is a thriving and friendly local sports club located on The Walk in Potters Bar, Hertfordshire. 

Players of all ages and abilities are welcome and will find plenty of opportunities to play tennis.

Gerry Bloohn
The Walk,
POTTERS BAR,
Hertfordshire,
EN6 1QL
Telephone Number
01707 649049

Email Address
apatravel2@hotmail.com

Websites
http://www.pottersbartennis.net/  

Impairments catered for
Learning Disabilities
When do we meet
Tuesday 1.30pm - 2.30pm"
lag_map,,Sport -Putney Leisure Centre,Unknown Category,,,"This Centre has an IFI accredited gym.
Putney Leisure Centre
SW15 1BL
Telephone Number
0208 785 0388",,,,,,"Dryburgh Road,",SW15 1BL,Dryburgh Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4640223,-0.228710500000034,"-0.228710500000034,51.4640223,0","This Centre has an IFI accredited gym.

Putney Leisure Centre
Dryburgh Road,
SW15 1BL
Telephone Number
0208 785 0388"
lag_map,,"Sport -Redbridge
Cathall Leisure Centre
Dolphin Swimming Club",Unknown Category,,,"Cathall Leisure Centre,
441 Cathall Road,
Redbridge
London,
E11 4LA
Telephone Number
020 8539 8343
Club can cater for most disabiliites, unfortunately they are not able to cater for blind swimmers. Sessions run on Sunday from 13.30-15.30pm. Club can cater for all ages, sessions cost £2.50 for adults and £1 for a child. Club has good disabled access including disabled changing rooms and toilets.",,,,,,Dolphin Swimming Club,E11 4LA,Dolphin Swimming Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5603801,0.00358779999999115,"0.00358779999999115,51.5603801,0","Dolphin Swimming Club
Cathall Leisure Centre,
441 Cathall Road,
Redbridge
London,
E11 4LA
Telephone Number
020 8539 8343

Club can cater for most disabiliites, unfortunately they are not able to cater for blind swimmers. Sessions run on Sunday from 13.30-15.30pm. Club can cater for all ages, sessions cost £2.50 for adults and £1 for a child. Club has good disabled access including disabled changing rooms and toilets."
lag_map,,Cycling -Regent’s Park,Unknown Category,,,"Saturday 10:00am-1:00pm
London NW1 4NR, United Kingdom
http://www.westeustonpartnership.co.uk/
West Euston Partnership’s Ability Bikes sessions take place from 10.00 am to 1.00 pm every Saturday from Queen Mary’s Yard, Inner Circle, Regent’s Park but bikes must be booked prior by contacting West Euston Partnership on 020 7388 7932 or via e mail bikes@westeuston.org , there is currently no charge for Camden residents.The bikes are also used during the week by Swiss Cottage School as part of their sports curriculum, by the Pirate Castle via their Access Adventure programme and the Camden Sports Development Team’s new All Active programme.",https://westeustonpartnership.co.uk,,,,,West Euston Ability Bikes,NW1 4NR,West Euston Ability Bikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.52832,-0.150740400000018,"-0.150740400000018,51.52832,0","West Euston Ability Bikes
Saturday 10:00am-1:00pm
London NW1 4NR, United Kingdom
http://www.westeustonpartnership.co.uk/ 

 West Euston Partnership’s Ability Bikes sessions take place from 10.00 am to 1.00 pm every Saturday from Queen Mary’s Yard, Inner Circle, Regent’s Park but bikes must be booked prior by contacting West Euston Partnership on 020 7388 7932 or via e mail bikes@westeuston.org , there is currently no charge for Camden residents.The bikes are also used during the week by Swiss Cottage School as part of their sports curriculum, by the Pirate Castle via their Access Adventure programme and the Camden Sports Development Team’s new All Active programme."
lag_map,,"Sport -Richmond
Special Olympics",Special Interests and Hobbies,,,"Special Olympics Richmond
Middlesex,
TW1 4SX
Telephone Number
07595 089925
Email Address
specialolympicsrichmond@googlemail.com
Websites
www.specialolympicsrichmond.web.com
Weekly physical and sports activities including swimming, for people who have learning disabilties.
Multi-Skill sessions are held at St Marys University College on Sundays between 1.30 - 3pm.
Swimming sessions are held at Teddington Pools & Fitness Centre on Wednesdays between 6 - 7.30pm (8 - 20 yrs) and on Fridays between 6 - 6.45pm (20 yrs +).A
Football sessions are held at Richmond Upon Thames College on Friday evenings.",,,,,,"St Marys University CollegeWaldegrave Road,",TW1 4SX,St Marys University CollegeWaldegrave Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4374382,-0.335313100000008,"-0.335313100000008,51.4374382,0","Special Olympics Richmond
St Marys University CollegeWaldegrave Road,
Middlesex,
TW1 4SX
Telephone Number
07595 089925

Email Address
specialolympicsrichmond@googlemail.com

Websites
www.specialolympicsrichmond.web.com   

Weekly physical and sports activities including swimming, for people who have learning disabilties.

Multi-Skill sessions are held at St Marys University College on Sundays between 1.30 - 3pm.

Swimming sessions are held at Teddington Pools & Fitness Centre on Wednesdays between 6 - 7.30pm (8 - 20 yrs) and on Fridays between 6 - 6.45pm (20 yrs +).A

Football sessions are held at Richmond Upon Thames College on Friday evenings."
