sno,gmaps_place_id,gmaps_name,gmaps_formatted_address,gmaps_latitude,gmaps_longitude,gmaps_opening_hours_weekday_text,gmaps_website,gmaps_phone,gmaps_rating,gmaps_user_ratings_total,gmaps_types,gmaps_business_status,gmaps_editorial_summary,gmaps_url,gmaps_directions_url,gmaps_plus_code_global,gmaps_plus_code_compound,gmaps_utc_offset_minutes,gmaps_photo_reference_1,gmaps_addr_country,gmaps_addr_postal_code,gmaps_addr_postal_town,gmaps_addr_admin_area_level_1,gmaps_addr_admin_area_level_2,postcode_norm,gmaps_postcode_norm,likely_match,description_short,Description,city,region,local_authority,service_area,age_range,conditions_supported,specific_services,physical_access,organization_type,status,last_verified,llm_error
950,230,"Sport -Camberwell
Trampolining.
 Cambridge House School .",1 Addington Square,51.4805957,-0.0939554999999928,,www.ch1889.org,020 7358 7010,,,,,,,,,,,,,SE5 0HF,,,,,,,"Cambridge House School offers opportunities for those with learning disabilities. Sports include New Age Kurling, Boccia, Trampolining and Swimming. The venue is wheelchair accessible with disabled changing facilities including a hoist.","Cambridge House School
London,
SE5 0HF
Telephone Number
020 7358 7010
Email Address
receptionist@ch1889.org
Websites
www.ch1889.org
Offer opportunities for those with learning disabilities. Sports on offer include New Age Kurling, Boccia, Trampolining and Swimming. The venue is wheelchair accessible with disabled changing facilities including a hoist., 1 Addington Square,",,,,,,,,,,,,
951,231,"Sport -Camberwell
 Swimming.
Cambridge House School.",1 Addington Square,51.4805541,-0.0940640999999687,,www.ch1889.org,020 7358 7010,,,,,,,,,,,,,SE5 0HF,,,,,,,"Cambridge House School offers opportunities for those with learning disabilities. Sports on offer include New Age Kurling, Boccia, Trampolining and Swimming. The venue is wheelchair accessible with disabled changing facilities including a hoist.","Cambridge House School
London,
SE5 0HF
Telephone Number
020 7358 7010
Email Address
receptionist@ch1889.org
Websites
www.ch1889.org
Offer opportunities for those with learning disabilities. Sports on offer include New Age Kurling, Boccia, Trampolining and Swimming. The venue is wheelchair accessible with disabled changing facilities including a hoist., 1 Addington Square,",,,,,,,,,,,,
952,232,"Sport- Camden 
Coram's Fields Football Pitch","Coram’s Fields Football Pitch,
93 Guilford Street,
London WC1N 1DN",51.5244744,-0.1200567,,,02070149318,,,,,,,,,,,,,WC1N 1DN,,,,,,,"Free inclusive football session for children and young people with a disability and their siblings.
Run by Arsenal Football Club and Coram’s Field.
For ages 6-19.
Located at Coram’s Fields Football Pitch in London.","Who: For anyone 6-19 years old. This session is aimed at children and young people with a disability and their siblings.
Coram's Fields Football Pitch,
93 Guilford Street,
London WC1N 1DN
Time:5.00 pm - 6.00 pm
Phone:0207 014 9318
Cost:FREE
Contact:mayana.mcdermott@sense.org.uk, Free inclusive football session which is being run by Arsenal Football club and Coram’s Field.",,,,,,,,,,,,
953,233,"Sport -Camden
 Trampolining and Multi Sports
Talacre Community Sports Centre",,51.5473356,-0.147179300000062,,,020 7974 8754,,,,,,,,,,,,,,,,,,,,"Multi Sports – Table tennis, Badminton, Trampoline(Rebound therapy), Basketball, Boccia
Every Monday night
7pm to 9pm
At Talacre Sports Centre
For ages 16+
Free","Multi Sports – Table tennis, Badminton,
Trampoline(Rebound therapy), Basketball, Boccia
Every Monday night
7pm to 9pm
At Talacre Sports Centre
For ages 16+
Free
Email Ben Dorsett
ben.dorsett@camden.gov.uk
Or ring Talacre Sports Centre on
020 7974 8754, Monday Night Club",,,,,,,,,,,,
954,234,"Sport -Camden 
YMCA Hub Club","112 Great Russell Street,
London WC1B 3NQ",51.5172875,-0.130403300000012,,,0207 7343 1724,,,,,,,,,,,,,WC1B 3NQ,,,,,,,"Weekly sports and fitness activities for people with disabilities and mental health needs.
Every Sunday 1:45pm to 5:00pm.
Activities include Boccia, Gym and Adapted Fitness, Football, New Age Kurling, and more.
Free for all ages.","Sports and fitness activities for people with
disabilities and mental health needs.
Every Sunday
1:45pm to 5:00pm
YMCA Club- 112 Great Russell Street,
London WC1B 3NQ
Activities Include:
? Boccia
? Gym and Adapted Fitness
? Football
? New Age Kurling
? And more activities (ring for details)
Free
For all ages
For more information contact Laura Walsh
on laura.walsh@ymcaclub.org.uk or ring
0207 7343 1724, YMCA Hub Club",,,,,,,,,,,,
955,235,Sport -Chafford Sports Complex Swimming,Chafford Sports Complex,51.5157829,0.202811099999963,,www.lbbd.gov.uk,020 8227 3982,,,,,,,,,,,,,RM13 9XB,,,,,,,"Swimming sessions for 11 to 17 year olds and 18+ year olds.
-Caters for those with physical and learning disabilities.
-Sessions on Thursday evenings at £1.50 per session.
-Includes a hoist and experienced coaches.","Swimming 11 to 17 years and 18+ year olds
Lambs Lane South,
Essex,
RM13 9XB
Telephone Number
020 8227 3982
Email Address
danielle.robson@lbbd.gov.uk
Websites
www.lbbd.gov.uk
The club caters for those with physical and learning disabilities who wish to go swimming. Sessions take place on Thursday evenings at the cost of £1.50 per session. There is a hoist for the pool and they have experienced coaches. Parents/carers are welcome, Chafford Sports Complex,",,,,,,,,,,,,
956,236,"Croydon University Hospital,
Hydrotherapy Pool
Swimming Lessons.","Croydon University Hospital,
Hydrotherapy Pool,
Woodcroft Road,
Croydon,
Surrey,
CR77HF",51.3914324,-0.1101222,,http://www.greatwaves.co.uk/disability-swimming/,,,,,,,,,,,,,,CR7 7HF,,,,,,,"Swimming lessons planned in conjunction with parents. Includes group lessons (30 minutes) and 1-2-1 lessons (20 or 30 minutes) tailored to individual needs.
-Group lessons of 30 minutes.
-1-2-1 lessons (20 or 30 minutes).
-Private lessons and group lessons available at Croydon University Hospital Hydrotherapy Pool.","PLANNED IN CONJUNCTION WITH PARENTS
On enquiry, we will provide a phone consultation to ensure that we plan and deliver the most suitable swimming lessons. Our disability and special educational needs lessons range from group lessons of 30 minutes, or 2-2-1 and 1-2-1 lessons either of a length of 20 or 30 minutes, depending on the individuals needs.
http://www.greatwaves.co.uk/disability-swimming/
CROYDON UNIVERSITY HOSPITAL HYDROTHERAPY POOL
POOL LENGTH: 2.5m X 8m
DEPTH: 0.9m-1.5m graduating
FEATURES: Fantastic intimate and newly refurbished location in our warm pool. Private lessons and Group Lessons available. 3 male/female changing cubicles with shower and toilet facilities. Hoist available for entry exit from the water.
ADDRESS:
Croydon University Hospital,
Hydrotherapy Pool,
Woodcroft Road,
Croydon,
Surrey,
CR77HF, We are excited to welcome swimmers with a disability and special educational needs to Great Waves Swimming Academy.",,,,,,,,,,,,
957,237,"Sport -Croydon 
Swimming.
Purley Enterprise Swimming Club","Purley Pool,
High St, Purley CR8 2AA",51.3381919,-0.115359699999999,,http://www.enterprise-club.org.uk/index.html,020 8644 4851,,,,,,,,,,,,,CR8 2AA,,,,,,,Weekly group at Purley Pool.  Provides recreational swimming activities for disabled people.  Enhances social activities for members.  Suitable for swimmers or volunteer helpers.,"20:00 -21:30 PM
At Purley Pool,
High St, Purley CR8 2AA
http://www.enterprise-club.org.uk/index.html
Should you wish to join us as a swimmer or a volunteer helper, you may complete the appropriate form on the website. However, should you wish to get in touch directly with our Hon. Secretary then she may be contacted as follows.
Miss Kath Prosser,
28, Sorrento Road,
SUTTON, Surrey.
SM1 1QU
Tel 020 8644 4851
Email Pkathp@aol.com, The principal object of the Club is “To provide recreational swimming activities for disabled people with the object of improving their conditions of life regardless of their disability, or their age” A secondary object is “To enhance the above by the provision of appropriate social activities.”",,,,,,,,,,,,
958,238,Cycling -Dagenham,"Jim Peters Stadium,
Mayesbrook Park,
Lodge Ave,
RM8 2JR",51.5453676,0.112972500000069,,http://cyclingforall.org,,,,,,,,,,,,,,RM8 2JR,,,,,,,"Cycling club for all riders, especially those with disabilities. Offers adapted bikes and cycling sessions. Sponsored by the London Borough of Barking and Dagenham.  Family membership is £30.","http://cyclingforall.org
Under 18 / OAP’s; £15, Over 18; £20, Family: £30, Life Member; £100.Special Summer of Cycling offer sponsored by the London Borough of Barking and Dagenham: Only £1 per person membership to end of March 2015 and free cycling sessions every Tuesday., Cycle 4 All is the newest and most innovative Inclusive and Active cycling club in London and the South East. Affiliated to British Cycling this club caters for all riders, and is especially proud of its fleet of adapted bikes, trikes, tandems and recumbents that are available to members to come and try; giving them the opportunity to experience various different forms of mainstream and adapted machines and cycling disciplines.Cycle 4 All is based in the Olympic Host Borough of Barking and Dagenham at Jim Peters Stadium, Mayesbrook Park, Lodge Ave. RM8 2JR.",,,,,,,,,,,,
959,239,Sport -Dormers Wells Leisure Centre,"Dormers Wells Leisure Centre,
Dormers Well Lane",51.514307,-0.364233300000024,,www.better.org.uk,020 85717207,,,,,,,,,,,,,UB1 3HX,,,,,,,"Dormers Wells Leisure Centre offers disabled swimming sessions with pool hoists and disabled toilets and changing facilities.
-Disabled swimming sessions available.
-Pool hoists and disabled facilities.
-ESC swim club runs on Thursday 8pm-9.30pm.","Dormers Wells Leisure Centre
Middlesex,
UB1 3HX
Telephone Number
020 85717207
Email:  christopher.parker@gll.org
www.better.org.uk
Sports Offered: Swimming
When do we meet: Friday 18:00-19:00
They offer disabled swimming sessions. There are pool hoists available and there are disabled toilets and changing facilities.
ESC swim club run a competitive disability swimming club at the sport centre on Thursday 8pm-9.30pm. Please contact the sports club for more info, Dormers Well Lane,",,,,,,,,,,,,
960,240,Sport -Dulwich Leisure Centre,,51.4606325,-0.0720730000000458,,,02075257304,,,,,,,,,,,,,,,,,,,,"Free swimming sessions for young disabled swimmers in Southwark (school years 5-13).
Sessions run on Sunday afternoons (2-3pm) at Dulwich Leisure Centre.
Focuses on participation, not competition.
Suitable for all swimming standards.","Disability Swimming Sessions
This swimming programme is open to young disabled swimmers who live or go to school in Southwark and are in school years five to thirteen.
The sessions are free of charge and will run on Sunday afternoons (2-3pm) at Dulwich Leisure Centre.
For further information please contact:-
Dulwich Dolphins Swimming Club (swimdulwich@gmail.com) or Amala Poulier on 02075257304., The emphasis is on taking part, not on winning and so it doesn’t matter what standard you are currently at with your swimming.",,,,,,,,,,,,
961,241,Cycling -Dulwich Park,,51.4466189,-0.082764099999963,,http://cyclingforall.org/cycling-sessions/,,,,,,,,,,,,,,,,,,,,,"Weekly group called Connect set up by Natasha of Dream Box Education. Natasha is an SEN teacher who now works directly with families in their homes.
-Specially designed play for children with additional needs.
-Advice about how to engage your child and encourage communication.
-For people in NE London, West Essex and Herts borders...","http://cyclingforall.org/cycling-sessions/, We are open seven days a week in Dulwich Park for general bike hire and Monday to Friday for sales.Our cycling facilities are for park users who want some gentle excersise and a bit of fun, or to let the kids burn off some steam after a week of being cooped up.We can deal with larger groups, a birthday party say, or a social group, or a school group (of just about ANY sort) and we often hire special bikes to adland.1. for individuals & families.Turn up and hire, its that simple!. We need an adult to fill out the hire form and to be responsible for the bikes during the hire, we take your name address and contact number, note the bikes to be hired and the hire from and to times, and we ask to keep a surety, either a bank card or driving license is fine.",,,,,,,,,,,,
962,242,Sport -Eltham Stingrays Swimming Club,"Thamesmere Leisure Centre,
Thamesmere Drive,
London, SE28 8RE",51.5078008,0.109187499999962,,www.elthamstingrays.co.uk,07939 301477,,,,,,,,,,,,,SE28 8RE,,,,,,,"Thamesmere Stingrays Swimming Club at Thamesmere Leisure Centre, Eltham.  Suitable for adults and juniors. No hoist available, so participants must be able to enter the pool unaided.
Disabled changing rooms and toilets available.","Thamesmere Leisure Centre,
Thamesmere Drive,
London,
SE28 8RE
Telephone Number
07939 301477
Email Address
eddybeager@hotmail.co.uk
Websites
www.elthamstingrays.co.uk
Club currently has members with special needs but would try to cater for anyone who wanted to join. There is no hoist for the pool so those taking part would need to be able to get into the pool unaided. It is best to contact the club in advance to discuss specific requirements and see if they could be catered for. Both adults and juniors are welcome to attend sessions. The venue has disabled changing rooms and toilets available., Eltham Stingrays Swimming Club",,,,,,,,,,,,
963,243,"Sport -Enfield/Southgate Swimming
Halliwick Penguins club",,51.6280495,-0.126776199999995,,www.halliwickpenguins.org,02084829472,,,,,,,,,,,,,,,,,,,,"Halliwick Penguins Swimming Club provides a safe, friendly environment for swimmers with disabilities to learn and practice swimming.","Website
www.halliwickpenguins.org
Telephone
020 8482 9472, Halliwick Penguins Swimming Club provides a safe, friendly environment for swimmers with disabilities to learn and practice swimming",,,,,,,,,,,,
964,244,Cycling -Enfield Bush Hill Park,"Bush Hill Park,
Enfield, EN1 3XQ",51.6519333,-0.0770906999999852,,http://cyclingforall.org/cycling-sessions/,020 8379 2445,,,,,,,,,,,,,EN1 3XQ,,,,,,,"Weekly group called Connect set up by Natasha of Dream Box Education. Natasha is an SEN teacher who now works directly with families in their homes.
-Specially designed play for children with additional needs.
-Advice about how to engage your child and encourage communication.
-For people in NE London, West Essex and Herts borders...","Monday 10:30am – 1:30pm
http://cyclingforall.org/cycling-sessions/
Come along and try one of our fantastic cycles that are adapted to suit varying physical abilities. Regular ‘try cycling’ sessions were launched in June 2014 and are available in Bush Hill Park Tuesday-Friday, 10:30am – 1:30pm all year round.
Booking is essential;call 020 8379 2445.
The scheme is free and everyone is invited. All disabilities are catered for and it is run by Enfield’s Independence and Well Being service., Bush Hill Park, Enfield, EN1 3XQ",,,,,,,,,,,,
965,245,Sport -Enfield NAS Youth Club,"LLDD Centre of Excellence,
Southgate & Barnet College (Southgate Campus),
Southgate
High St, Southgate, N14 6BS",51.6303539,-0.129558299999985,,http://www.enfieldnas.org.uk/,07903 420016,,,,,,,,,,,,,N14 6BS,,,,,,,"Youth club with a range of activities for young people aged 7-17. Includes football, basketball, tennis, and more.
-Activities for school years 7-13.
-£7 per participant per evening.
-Located at LLDD Centre of Excellence, Southgate & Barnet College.","There will be a range of activities available for young people to take part in, including:
Football, Basketball, Short Tennis, Badminton,
Volleyball, Cricket, Boccia, Circuit Training,
Hockey, Tri-Golf, Multi-sports activities.
Potential for non-sport activities in the future.
To register your child for the youth club, or for more information, please contact Sophie Castell (07903 420016/sophie@enfieldnas.org.uk)
Venue: LLDD Centre of Excellence, Southgate & Barnet College (Southgate Campus), Southgate
High St, Southgate, N14 6BS
Autumn Term
Dates: Every Friday from Friday 4th November to Friday 16th December (inc.)
Time: 6.30pm – 8.30pm.
Age: Young people from school Year 7 to Year 13 (i.e. at secondary school). Maximum age 17.
Cost: £7 per participant per evening, http://www.enfieldnas.org.uk/",,,,,,,,,,,,
966,246,"Sport -Epping 
Swimming
All Ability Sports",,51.6930833,0.1144659,,http://www.allabilitysportsandleisure.co.uk/,07986603313,,,,,,,,,,,,,,,,,,,,"Provides sports and leisure activities for people with a disability aged 8 years and above. Activities include Boccia, swimming sessions and wheelchair basketball.","Mobile: 07986 603 313
http://www.allabilitysportsandleisure.co.uk/
Provides sports and leisure activities for people with a disability aged 8 years and above. Activities include Boccia, swimming sessions and wheelchair basketball., E-mail: helen@allabilitysportsandleisure.co.uk",,,,,,,,,,,,
967,247,"Sport- Epping 
Disability Inclusion Project","25 Hemnall Street,
Epping, Essex
CM16 4LU",51.6963581,0.10876959999996,,http://www.eppingforestdc.gov.uk/out-and-about/our-activities/community-health-and-wellbeing/inclusion-project,01992 564561,,,,,,,,,,,,,CM16 4LU,,,,,,,"The Epping Forest Inclusion Project provides sports, leisure and physical activity opportunities for children and young people with SEND.
-Sports, leisure and physical activity opportunities for children and young people with SEND.
-Out of school sessions ranging from Trampolining to Horse Riding.
-Various sessions and activities held during the schools holidays, including Own a Pony, Relaxed Performances, Forest Fun days and Multi Sports Camps.","Tel: 01992 564561
Email: csreception@eppingforestdc.gov.uk
Community Services
25 Hemnall Street,
Epping, Essex
CM16 4LU
http://www.eppingforestdc.gov.uk/out-and-about/our-activities/community-health-and-wellbeing/inclusion-project, The Epping Forest Inclusion Project provides sports, leisure and physical activity opportunities for children and young people with SEND. During term time the project puts on a number of out of school sessions ranging from Trampolining to Horse Riding. During the schools holidays various sessions and activities are held, which where possible include siblings and parents. Activities on our holiday programme include Own a Pony, Relaxed Performances, Forest Fun days and Multi Sports Camps.",,,,,,,,,,,,
968,248,"Sport -Epping
All Ability Sports",,51.6924891,0.1131884,,http://www.allabilitysportsandleisure.co.uk/,07986603313,,,,,,,,,,,,,,,,,,,,"Sports and leisure activities for people with a disability aged 8 years and above.
-Activities include Boccia, swimming sessions and wheelchair basketball.","Mobile: 07986 603 313
http://www.allabilitysportsandleisure.co.uk/
Provides sports and leisure activities for people with a disability aged 8 years and above. Activities include Boccia, swimming sessions and wheelchair basketball., E-mail: helen@allabilitysportsandleisure.co.uk",,,,,,,,,,,,
969,249,Cycling - Epsom,,51.3573299,-0.266864499999997,,,07792 616750,,,,,,,,,,,,,,,,,,,,"Surrey Wheels for All run inclusive cycling sessions at two locations in Surrey, at Epsom and Woking.
-Open to all.
-Family session on Saturday (1st October).
-Wide selection of adapted bikes to choose from.","http://www.cyclinguk.org/cycle-centre/surrey-wheels
Thursday (29th) - Harrier Centre, Epsom
1.00 pm - 3.30 pm - open to all
3.30 pm - 5.15 pm - After school club
Tel: 07792 616750
Saturday (1st October) - Harrier Centre, Epsom
1.30 pm - 4.00 pm - Family session
Tel: 07792 616750, Surrey Wheels for All run inclusive cycling sessions at two locations in Surrey, at Epsom and Woking. The welcome both children and adults with a range of disabilities and difficulties and offer a wide selection of adapted bikes to choose from.",,,,,,,,,,,,
970,250,"Sport -Epsom
Swimming Lessons
Warren Mead Junior School","Roundwood Way,
Banstead,
Surrey
SM7 1EJ",51.3245991,-0.227365999999961,,http://www.greatwaves.co.uk/,,,,,,,,,,,,,,SM7 1EJ,,,,,,,"PLANNED IN CONJUNCTION WITH PARENTS
On enquiry, we will provide a phone consultation to ensure that we plan and deliver the most suitable swimming lessons.
Our disability and special educational needs lessons range from group lessons of 30 minutes, or 2-2-1 and 1-2-1 lessons either of a length of 20 or 30 minutes, depending on the individuals needs.
We are excited to welcome swimmers with a disability and special educational needs to Great Waves Swimming Academy.","Swimming Lessons.
PLANNED IN CONJUNCTION WITH PARENTS
On enquiry, we will provide a phone consultation to ensure that we plan and deliver the most suitable swimming lessons. Our disability and special educational needs lessons range from group lessons of 30 minutes, or 2-2-1 and 1-2-1 lessons either of a length of 20 or 30 minutes, depending on the individuals needs.
http://www.greatwaves.co.uk/disability-swimming/
WARREN MEAD JUNIOR SCHOOL
POOL LENGTH: 5 x 15m
DEPTH: 1m throughout.
FEATURES: Separate male and female changing facilities with toilet and shower. Shallow stepped entry so is perfect for nervous non-swimmers and beginners. Free parking on site and off road. (Available for Summer Lessons and Fast Track Courses)
ADDRESS:
Roundwood Way
Banstead
Surrey
SM7 1EJ, We are excited to welcome swimmers with a disability and special educational needs to Great Waves Swimming Academy.",,,,,,,,,,,,
971,251,"Sport -Swimming.
Essex,
Leigh on Sea",,51.5490453,0.642260800000031,,http://www.sealsswimclub.co.uk/sealsswimclub/Home.html,,,,,,,,,,,,,,,,,,,,,"Weekly swim session every Sunday from 4-5pm at Belfairs Swimming Pool, Leigh on Sea, Essex.
Family and friends are welcome to come along.
Swimming club for children and adults with disabilities and their families.","Every Sunday for an hours swim between 4-5pm at Belfairs Swimming Pool, Leigh on Sea, Essex. Family and friends are welcome to come along.
http://www.sealsswimclub.co.uk/sealsswimclub/Home.html, Swimming club for children and adults with disabilities and their families.",,,,,,,,,,,,
972,252,Cycling -Finsbury Park,,51.5652854,-0.104930999999965,,http://www.pedalpowercc.org/,,,,,,,,,,,,,,,,,,,,,"Cycling sessions for teenagers and adults with learning disabilities. Meets on Tuesdays 11:00am-2:00pm and alternate Saturdays between 12:00 and 4:00 at Finsbury Park.
-Cycling sessions for complete beginners on 2 wheels or trikes
-An opportunity to try for the Special Olympics","http://www.pedalpowercc.org/
Pedal Power is the cycling club for teenagers and adults with learning disabilities. We meet on the Finsbury Park basketball courts on Tuesdays 11:00am-2:00pm, and fortnightly on Saturdays between 12:00 and 4:00.
Absolutely FREE.
Please wear suitable footwear.
Helmets are necessary and provided for those who don’t have their own. Carers and support workers are encouraged to join in. Our trainers are qualified National Standards cycle trainers.
Sessions feature:
• Cycling for complete beginners on 2 wheels or trikes
• Games to improve cycling skills
• An opportunity to try for the Special Olympics
• Specialised bikes for a whole range of disability
• Off road location., Tuesday 11am-2pm (Tuesdays), 12 – 4pm (alternate Saturdays)",,,,,,,,,,,,
973,253,"Sport -Fulham FC Active for Autism.
Saint Joseph's Catholic Nursery School",,51.4086864,-0.295060899999953,,,07786 277 632,,,,,,,,,,,,,,,,,,,,"Weekly group called Connect set up by Natasha of Dream Box Education. Natasha is an SEN teacher who now works directly with families in their homes.
-Specially designed play for children with additional needs.
-Advice about how to engage your child and encourage communication.
-For people in NE London, West Essex and Herts borders...","Sport -Fulham FC Active for Autism.
Active Autism – Football coaching for boys and girls with Autism aged between 5-18. Training is on Saturday mornings at St Joseph’s School in Kingston, with tournaments on the last Sunday of every month.
Contact Name
Ashley Gumbrell
Telephone
07786 277 632
E-mail
agumbrell@fulhamfc.com
Parent Organisation
Fulham FC Foundation
Source:
http://wandsworth.childrensservicedirectory.org.uk/kb5/wandsworth/fsd/service.page?id=EUpbkr8O4cw&familychannel=0, St Joseph’s School",,,,,,,,,,,,
974,254,Sport -Goresbrook Leisure Centre,"Goresbrook Leisure Centre,
Ripple Road",51.5325068,0.130413699999963,,www.barking-dagenham.gov.uk,020 8227 3977,,,,,,,,,,,,,RM9 6XW,,,,,,,"IFI accredited gym with experienced instructors.
Disabled swimming sessions Sundays 7.00-8.00pm.
Each session costs £2.00.
Parents/carers are welcome to attend sessions.","Centre has an IFI accredited gym. Centre has experienced instructors. Centre runs disabled swimming sessions Sundays 7.00-8.00pm.
Each session costs £2.00. Parents/carers are welcome to attend sessions. Centre has good disabled access (inc. pool hoist).
Address
Goresbrook Leisure Centre
Essex,
RM9 6XW
Telephone Number
020 8227 3977
Email Address
300direct@lbbd.gov.uk
Websites
www.barking-dagenham.gov.uk
Sports Offered
Swimming, Ripple Road,",,,,,,,,,,,,
975,255,Cycling -Greenwich,"Stationers Crown Woods Academy,
Bexley Road Eltham SE9 2PT",51.4497928,0.0526849999999968,,www.limitededitioncycling.co.uk/unique.html,07984200566,,,,,,,,,,,,,SE9 2PT,,,,,,,"Unique is an all ability cycling project, for all riders, families and carers, regardless of their ability or need.
-For people of all abilities.
-Saturday sessions 1:30-2:30pm.
-Contact Ollie at Limited Edition Cycling.","Unique@LEC
SE9 2PT
Unique is an all ability cycling project, for all riders, families and carers, regardless of their ability or need.
Stationers Crown Woods Academy, Bexley Road Eltham SE9 2PT.
For more information or to get involved: unique@limitededitioncycling.co.uk
Or ring Ollie on 07984 200566 www.limitededitioncycling.co.uk/unique.html, Saturday 1:30-2:30pm",,,,,,,,,,,,
976,256,"Sport- Hackney
Disability Sports Coach Club","Queensbridge Sports and Community Centre,
30 Holly Street,
London, E8 3XW",51.5425639,-0.0714223999999604,,,,,,,,,,,,,,,,E8 3XW,,,,,,,"Weekly session at Queensbridge Leisure Centre for basketball and boccia.
-Session runs Wednesday 11.00am - 12.30pm.
-Located at Queensbridge Sports and Community Centre.
-£3 per session.","Club Hackney are particular fans of basketball and boccia and always attend our club sports days and Festivals in force.
Come and join this greatly popular session at Queensbridge Leisure Centre.
Wednesday
11.00am - 12.30pm
Venue:
Queensbridge Sports and Community Centre, 30 Holly Street, London, E8 3XW
Price:
£3, One of our busiest clubs which is full of laughter. Due to the fast growing numbers at this session we this year have expanded to having 4 badminton courts to enable further session growth.",,,,,,,,,,,,
977,257,"Sport- Hatch End
 Aquarius Swimming Club",,51.6074229,-0.3627274,,,01271890571,,,,,,,,,,,,,,,,,,,,"Swimming lessons available for children from 3 years of age through to teens.
Teachers in the water with beginners (Parents do not participate).
ASA Badge progression from Puffin through to the Gold & Honours Challenge Awards.
Swim fit sessions for advanced swimmers/teenagers.","Swimming lessons available for children from 3 years of age through to teens. Teachers in the water with beginners (Parents do not participate). ASA Badge progression from Puffin through to the Gold & Honours Challenge Awards. Swim fit sessions for advanced swimmers/teenagers. Club established over 30 years.
Small groups trained for special needs.
Lessons available Sunday mornings in Hatch End. Saturday afternoon in Northwood at Merchant Taylors School. Email aquariussc@aol.com for information and to check availability or call 01271890571., Aquarius Swimming Club",,,,,,,,,,,,
978,258,"Sport- Hillingdon
Fenix Gymnastics","Meadow High School,
Royal Lane,
Hillingdon UB8 3QU",51.525014,-0.465174700000034,,https://fenixgymnastics.com/,,,,,,,,,,,,,,UB8 3QU,,,,,,,"Weekly group called Connect set up by Natasha of Dream Box Education. Natasha is an SEN teacher who now works directly with families in their homes.
-Specially designed play for children with additional needs.
-Advice about how to engage your child and encourage communication.
-For people in NE London, West Essex and Herts borders...","Timetable
-Disability squad 1 . 11.45 - 12.45
This class is for children with disabilities who can work in a group .
-Disability squad 2. 12,45 - 1.45pm
This class is a mixed group, for those who can work in small groups but may need more focused coaching.
Contact details
https://fenixgymnastics.com/
Meadow High School
Royal Lane
Hillingdon UB8 3QU
email: info@fenixgymnastics.com, Fenix Gymnastics Club in Hillingdon",,,,,,,,,,,,
979,259,"Sport- Swimming Hoddesdon 
The John Warner Sports Centre",,51.77521,-0.000752000000034059,,www.hoddesdonsc.co.uk,0772 989 2729,,,,,,,,,,,,,,,,,,,,"Disability swimming sessions run on Sunday afternoons.
- Sessions are free and run at The John Warner Sports Centre and The Laura Trott Leisure Centre.
- Qualified coaches will help build confidence and stroke technique.
- Sessions are provided in partnership by The Borough of Broxbourne and Hoddesdon Swimming Club.","D I S A B I L I T Y S W I M M I N G S E S S I O N S
The John Warner Sports Centre, Hoddesdon
Sunday’s 4pm-5pm
The Laura Trott Leisure Centre, Cheshunt
Sunday’s 4.15pm-5.45pm
Working in partnership
The sessions run on a Sunday afternoon and both sessions are free.
Qualified teachers and coaches are on hand to help build confidence and stroke technique so that the experience is as enjoyable as possible and offer advice on the different competitive pathways available to you, should you
wish to pursue this.
If you are interested in finding out more about these sessions you can just come along or call Janet Warrington Head Coach Hoddesdon Swimming Club.
Tel: 0772 989 2729
email:  janet.warrington965@gmail.com
www.hoddesdonsc.co.uk
Join our closed Facebook Group :
‘Sunday Disability Swim Sessions’
https://www.facebook.com/groups/1490846281137864/, The Borough of Broxbourne and Hoddesdon Swimming Club are working in partnership to provide a session for people with a disability; physical or learning.",,,,,,,,,,,,
980,260,"Sport- Holloway
Trampolining and Ice Rink
Sobell Leisure Centre",,51.5591117,-0.111881600000061,,https://hoop.co.uk/i/qaZmlN/,020 7609 2166,,,,,,,,,,,,,,,,,,,,"Supervised trampolining sessions for disabled people.
Hoists are available for access to the trampolines for those with mobility issues.
Sessions run on Thursdays at 11:30am and 12:00pm.
Contact: sobellleisurecentre@gll.org","Supervised trampolining sessions for disabled people. Hoists are available for access to the trampolines for those with mobility issues.
Thursdays	11:30am and 12:00pm
email:  sobellleisurecentre@gll.org
Tel:  020 7609 2166, https://hoop.co.uk/i/qaZmlN/",,,,,,,,,,,,
981,261,"Sport- Kensington & Chelsea
Disability Sports Coach Club","Kensington Leisure Centre,
Silchester Road,
London, W10 6EX",51.5143131,-0.215990099999999,,http://disabilitysportscoach.co.uk/,,,,,,,,,,,,,,W10 6EX,,,,,,,"Weekly group called Connect set up by Natasha of Dream Box Education. Natasha is an SEN teacher who now works directly with families in their homes.
-Specially designed play for children with additional needs.
-Advice about how to engage your child and encourage communication.
-For people in NE London, West Essex and Herts borders...","The club takes place on Saturday mornings with football, boccia, basketball and cricket the most popular sports!
During the year, the club will have specialist coaching visits from The Golf Trust, Westway tennis coaches and The Wheelchair Dance Association. The club also has access to a new cardio wall.
There is a lot of friendly competition at the club and many welcoming faces for any new people joining the session. Come join us!
Club Details
Saturday
11.00 - 1.00pm
Venue:
Kensington Leisure Centre,
Silchester Road,
London,
W10 6EX
Price:
£3
http://disabilitysportscoach.co.uk/community-clubs/, Hosted at the impressive and fully accessible Kensington Leisure Centre, you will not find a better sporting setting in London. Situated just off Ladbrook Grove, the club is easy to reach by public transport.",,,,,,,,,,,,
