record_index,name,postcode,city,website,phone,email,facebook,source,completeness,key_used,issues
525,Cycling -Greenwich,SE9 2PT,Saturday 1:30-2:30pm,,,,,lag_map,0.5,np,no_contact
526,"Sport -Grove Park
Swimming
Eric Liddell Sports Centre",SE9 4QF,Sharks Swimming Club of Mottingham,,,,,lag_map,0.5,np,no_contact
527,"Sport- Hackney
Disability Sports Coach Club",E8 3XW,One of our busiest clubs which is full of laughter. Due to the fast growing numbers at this session we this year have expanded to having 4 badminton courts to enable further session growth.,,,,,lag_map,0.5,np,no_contact
528,"Sport -Hammersmith
Swim Club. 
St Paul's Girl's School.",W6 7BS,Greenhouse Inclusive Swim Club,,,,,lag_map,0.5,np,no_contact
529,"Sport -Haringey
Swimming
Park Road Pools & Fitness
Crouch End",N8 8JN,PARK ROAD POOLS & FITNESS,https://parkroadpoolsandfitness.com,,,,lag_map,0.625,wp,
530,Cycling -Bushy Park Hampton Crt,TW12 2EJ,Companion cycling – Bushy Park,https://bikeworks.org.uk,,,,lag_map,0.625,wp,
531,"Sport -Harringay Swimming lessons
Campsbourne School
 N8 7AF",N8 7AF,London,https://justswim.org.uk/special-needs,,,,lag_map,0.625,wp,
532,"Sport -Harringay Swimming lessons
South Harringay Junior School",N4 1BD,Harringay,https://justswim.org.uk/special-needs,,,,lag_map,0.625,wp,
533,Sport -Harrow Leisure Centre Swimming,HA3 5BD,Harrow Kingfisher Swimming Club for People with Disabilities,,,,,lag_map,0.5,np,no_contact
534,Sport- Harrow Trampoline Club,HA3 5BD,Harrow Trampoline Club Special Needs sessions.,https://harrowtrampolineclub.co.uk,,,,lag_map,0.625,wp,
535,"Sport- Hatch End
 Aquarius Swimming Club",,Aquarius Swimming Club,,,,,lag_map,0.375,nc,no_contact
536,"Sports -Hayes 
Botwell Green Sports and Leisure Centre",UB3 2HW,Saturdays 11am-1pm (during term time),https://better.org.uk/leisure-centre/london/hillingdon/botwell-green/newsitems/join-your-new-weekly-multi-sports-disability-session-in-hayes,,,,lag_map,0.625,wp,
537,"Sport- Allianz Park 
Hendon
Sarrie's Skills Club
Saracens Rugby Club",,which takes place every Monday evening between 4:30 – 6:30.,https://saracens.com/foundation/inclusion/sarries-skill-club,,,,lag_map,0.5,wc,
538,"Sport- Hemel  Swimming 
Funkey Fitness",HP2 7HL,St Agnells Lane,https://facebook.com/FunkeyFitness,,,https://facebook.com/FunkeyFitness,lag_map,0.625,wp,
539,"Sports- High Wycomb 
Horizon Sports Club",HP11 1TJ,Horizon Sports Club,https://horizonsportsclub.org.uk,,,,lag_map,0.625,wp,
540,"Sport- Hillingdon
Fenix Gymnastics",UB8 3QU,Fenix Gymnastics Club in Hillingdon,https://fenixgymnastics.com,,,,lag_map,0.625,wp,
541,Sport- Hillingdon Leisure Complex. Ruislip Turtles Swimming Club.,UB8 1ES,metal health or learning disability and their family.,,,,,lag_map,0.5,np,no_contact
542,Sport- Hillingdon Turtles Swimming Club,HA4 8DZ,Turtles Swimming Club,,,,,lag_map,0.5,np,no_contact
543,Sport -Hitchin Swimming,SG5 1HA,North Herts Disability Swim Squad,,,,,lag_map,0.5,np,no_contact
544,"Sport- Swimming Hoddesdon 
The John Warner Sports Centre",,The Borough of Broxbourne and Hoddesdon Swimming Club are working in partnership to provide a session for people with a disability; physical or learning.,https://facebook.com/groups/1490846281137864,,,https://facebook.com/groups/1490846281137864,lag_map,0.5,wc,
545,Sport -Hornchurch Sports Centre Swimming Pool,RM11 1JU,Hornchurch Road,,,,,lag_map,0.5,np,no_contact
546,"Sport- Holloway
Trampolining and Ice Rink
Sobell Leisure Centre",,https://hoop.co.uk/i/qaZmlN/,https://hoop.co.uk/i/qaZmlN,,,,lag_map,0.5,wc,
547,"Sport- Hounslow
No Barriers Badminton Club (NBBC)",UB2 5TZ,Badminton is all about enjoying your game. Therefore whether you are learning disabilities or physical disabilities you can be assured that you will be welcomed and fit in amongst all the different characters and cultures here at the Dome (NBBC).,,,,,lag_map,0.5,np,no_contact
548,"Sport - Hounslow 
Swimming lessons
New Chiswick Pool",W4 2RG,Chiswick,https://justswim.org.uk/special-needs,,,,lag_map,0.625,wp,
549,"Sport- Hounslow
 Swimming lessons
Isleworth Leisure Centre",TW7 7EU,Twickenham Road,https://fusion-lifestyle.com/centres/isleworth-leisure-centre-library/activities/pool-and-swimming-lessons/all,,,,lag_map,0.625,wp,
550,"Sport- Islington
Disability Sports Coach Club",N7 7NY,Club Islington takes place on a Saturday morning. The friendly and fun environment means all participants love playing sport.,https://disabilitysportscoach.co.uk/community-clubs,,,,lag_map,0.625,wp,
551,Sport -Larkfield Leisure Centre Kent,ME20 6RH,New Hythe Lane,,,,,lag_map,0.5,np,no_contact
552,"Sport- Kensington & Chelsea
Disability Sports Coach Club",W10 6EX,London,https://disabilitysportscoach.co.uk/community-clubs,,,,lag_map,0.625,wp,
553,"Sport-Kensington 
 Trampolining 
Oxygen Freejumping",W3 0AF,London,,,,,lag_map,0.5,np,no_contact
554,"Sport - Kent
Cascades Leisure Centre",DA12 4LG,Thong Lane,,,,,lag_map,0.5,np,no_contact
555,"Sport - Kingston 
YMCA Hawker 
Inclusive Fitness Initiative",KT2 5BH,including those in wheelchairs and with limited mobility.,,,,,lag_map,0.5,np,no_contact
556,Sport -Laburnum Boat Club/ Swimming,E2 8BA,this session costs £2. There are also sessions run for adults with mental health issues on Wednesdays 19.30-21.30pm. Activities undertaken include kayaking and narrowboating. These sessions cost £3. All the sessions are run by qualified coaches who are experienced in working with disabilities. The venue also has full disabled access.,,,,,lag_map,0.5,np,no_contact
557,"Sport- Lambeth 
Disability Sports Coach Club",SW9 8QQ,Club Lambeth takes place at the heart of disability sport in Lambeth. The session is an ideal time for young people to come to after school and also is open to all.,https://disabilitysportscoach.co.uk/community-clubs,,,,lag_map,0.625,wp,
558,Cycling -Lewisham,SE4 1JF,148 Dressington Avenue,https://wheelsforwellbeing.org.uk,,,,lag_map,0.625,wp,
559,"Sport- Mitcham
Swimming(Mind sessions by referral only)
Canons Leisure Centre",CR4 4HD,Madeira Road,,,,,lag_map,0.5,np,no_contact
560,"Gymnastics and Dance
The Muswell Hill Centre
London Academy",N10 3QJ,London,https://lagad.co.uk,,,,lag_map,0.625,wp,
561,Sport -Newham Leisure Centre,E13 8SD,281 Prince Regent Lane,,,,,lag_map,0.5,np,no_contact
562,Sport- Northolt Leisure Centre Swimming,UB5 4AB,Eastcote Lane North,,,,,lag_map,0.5,np,no_contact
563,"Sport- Northwood
Aquarius Swimming Club
Merchant Taylors' School",,Aquarius Swimming Club,,,,,lag_map,0.375,nc,no_contact
564,Sport -Old Street Swimming Pool,EC1V 3AA,WeSwim Old Street,https://weswim.club/old-street,,,,lag_map,0.625,wp,
565,Cycling -Victoria Park,,ALL ABILITY CYCLING CLUBS,https://bikeworks.org.uk/all-ability,,,,lag_map,0.5,wc,
566,Sport -Peckham Pulse Healthy Living Centre,SE15 5QN,10 Melon Road,,,,,lag_map,0.5,np,no_contact
567,Sport -Potters Bar Tennis,EN6 1QL,Hertfordshire.,https://pottersbartennis.net,,,,lag_map,0.625,wp,
568,Sport -Putney Leisure Centre,SW15 1BL,Dryburgh Road,,,,,lag_map,0.5,np,no_contact
569,"Sport -Redbridge
Cathall Leisure Centre
Dolphin Swimming Club",E11 4LA,Dolphin Swimming Club,,,,,lag_map,0.5,np,no_contact
570,Cycling -Regent’s Park,NW1 4NR,West Euston Ability Bikes,https://westeustonpartnership.co.uk,,,,lag_map,0.625,wp,
571,"Sport -Richmond
Special Olympics",TW1 4SX,St Marys University CollegeWaldegrave Road,,,,,lag_map,0.5,np,no_contact
572,"Sport -Romford
Trampoline Park
Jump Evolution",RM3 8SB,UK,,,,,lag_map,0.5,np,no_contact
573,Sport- Ruslip Disability multi sport club,HA4 0JE,Disability multi sport club,https://hillingdon.gov.uk/article/31489/Disability-multi-sport-club,,,,lag_map,0.625,wp,
574,"Sport -Sidcup 
Gymnastics Club
 Hurstmere School",DA15 9AW,Falcon Spartak Gymnastics Club,,,,,lag_map,0.5,np,no_contact
575,Sport -Shene Fitness Centre Richmond,SW14 8RG,including those in wheelchairs and with limited mobility.,,,,,lag_map,0.5,np,no_contact
576,Sport -Seven Islands Leisure Centre,SE16 2TU,Lower Road,,,,,lag_map,0.5,np,no_contact
577,"Sports - Slough 
Multi Sports Disability Club 
Burnham",SL1 7LY,including wheelchair users.,https://burnhamsportsandactivities.org.uk/business-directory/1570/burnham-multi-sports-disability-club-2,,,,lag_map,0.625,wp,
578,"Sport -Slough Starfish Swimming Club
Magnet Leisure Centre 
Maidenhead",,self-esteem and sportmanship in a safe and caring environment.,https://starfish-swimming.org.uk,,,,lag_map,0.5,wc,
579,Sport -Southwark Disability Football,SE1 6ER,St Georges Road,,,,,lag_map,0.5,np,no_contact
580,"Sport- Southwark 
Disability Sports Coach Club",SE1 6SQ,From this term the club is taking place at the new and highly accessible Castle Leisure Centre. We are very lucky to be based at this venue which also boasts an impressive swimming pool and gym which all can use at the weekend’s as part of Southwark’s free gym and swim offer.,https://disabilitysportscoach.co.uk/community-clubs,,,,lag_map,0.625,wp,
581,Sport -Spelthorne Leisure Centre - Swimming and Disability Sports Club,TW18 1AJ,,https://spelthorne.gov.uk/disabilitysportsclub,,,,lag_map,0.5,wp,
582,"Sport -Stanmore
Aspire Leisure Centre",HA7 4AP,Wood Lane,https://aspireleisurecentre.org.uk,,,,lag_map,0.625,wp,
583,Sport -Stoke Park Trust For The Disabled,,We are a sports club providing sports facilities and opportunities for all disabled people.,,,,,lag_map,0.375,nc,no_contact
584,"Sport -Swimming Lessons
Surrey
Limpsfield Grange School
Oxted",RH8 0RZ,Great Waves Swimming Academy.,https://greatwaves.co.uk/disability-swimming,,,,lag_map,0.625,wp,
585,"Sport - Surrey
Swimming Lessons
Thomas More Catholic School
 Purley",CR8 2XP,We are excited to welcome swimmers with a disability and special educational needs to Great Waves Swimming Academy.,https://greatwaves.co.uk/disability-swimming,,,,lag_map,0.625,wp,
586,"Sport- Surrey Trampolining and Rebound Therapy 
at the Saturn V Rebound Hall Caterham, Surrey",,We aim to be fully inclusive by catering for and encouraging members at all levels of ability from complex needs to very able.,,,,,lag_map,0.375,nc,no_contact
587,Cycling -Sutton,SM5 1SL,Middleton Road,https://cyclingforall.org/cycling-sessions,,,,lag_map,0.625,wp,
588,"Sport- Sutton
Disability Sports Coach Club",SM5 1SL,attending the Club is an ideal setting to get into sport.,https://disabilitysportscoach.co.uk/community-clubs,,,,lag_map,0.625,wp,
589,"Sport -Surrey 
Swimming Lessons
Dorking",RH4 2LR,We are excited to welcome swimmers with a disability and special educational needs to Great Waves Swimming Academy.,https://greatwaves.co.uk/disability-swimming,,,,lag_map,0.625,wp,
590,"Sport -Swiss Cottage Leisure Centre
Starfish Social & Swimming Club",NW3 3NF,Club runs disabled specific session on Tuesdays 19.00-20.00pm. They have a pool side chair and bed hoist and the pool is heated.,,,,,lag_map,0.5,np,no_contact
591,Sport -Teddington Pools & Fitness Centre,TW11 8EZ,Vicarage Road,,,,,lag_map,0.5,np,no_contact
592,"Sport- Tower Hamlets
Disability Sports Coach Club",E3 4HL,the sporting hub of Tower Hamlets this strucured and fun club delivers sport suitable for everyone.,https://disabilitysportscoach.co.uk/community-clubs,,,,lag_map,0.625,wp,
593,"Sport- We Swim. 
Vauxhall Leisure Centre",,build confidence and become more active.,https://weswim.club,,,,lag_map,0.5,wc,
594,"Sport -Waltham Forest Pool & Track
PWD Swimming Group",E17 5AA,Waltham Forest Pool & Track,,,,,lag_map,0.5,np,no_contact
595,"Sport -Wandsworth
George Shearing Centre",SW11 2TF,Sessions cost £1; parents and carers are welcome to come along.,,,,,lag_map,0.5,np,no_contact
596,"Sport - Wandsworth
Youth Centre. 
Community Club.",SW11 3RL,,https://disabilitysportscoach.co.uk/community-clubs/club-wandsworth,,,,lag_map,0.5,wp,
597,"Sport- Westminster
Disability Sports Coach Club",W2 1ND,Club Westminster was the 2015 winner of The Active Westminster Inclusive & Active award!,https://disabilitysportscoach.co.uk/community-clubs,,,,lag_map,0.625,wp,
598,"Sport -Welwyn Gosling Park
Herts Disability Sports Hub",,deliver participation opportunities for people with disabilities.,https://facebook.com/HertsDisabilitySportsHub,,,https://facebook.com/HertsDisabilitySportsHub,lag_map,0.5,wc,
599,"Cycling -White City,
Little Wormwood Scrubs",,meet new people and are very much a relaxed environment designed to be accessible to all. The sessions are not coached or intensive sessions simply a place to try out a different type of cycling.,https://bikeworks.org.uk/all-ability,,,,lag_map,0.5,wc,
600,Sport -Woodfield School Cricket Club,NW9 7LY,Disability specific Cricket Club held at Woodfield School for children with moderate learning disabilities.,,,,,lag_map,0.5,np,no_contact
601,Cycling -Woking,,the activities are both physically and mentally stimulating and above all fun for everyone involved.,https://matthewwing.wix.com/surrey-wheels-for-al,,,,lag_map,0.5,wc,
602,"Sport -Woolwich 
ABC Swim School",SE18 4LD,Club currently has children with physical and learning disabilities.,,,,,lag_map,0.5,np,no_contact
603,"Sport- Woolwich
 Trampolining
Greenwich Bouncers Trampoline academy",,including those with special needs and/or disabilities.,,,,,lag_map,0.375,nc,no_contact
604,"Art- Action Space
 North, South and East London Studios",WC1N 2NP,London,https://actionspace.org,,,,lag_map,0.625,wp,
605,Dinosaur Safari Golf -Arkley,EN5 3HW,For those with a special interest in dinosaurs.,https://dinosaursafari.co.uk,,,,lag_map,0.625,wp,
606,Horse Riding -Barnet Elstree Penniwells RDA Group,WD6 3RG,Penniwells RDA Group,https://penniwellsrda.com,,,,lag_map,0.625,wp,
607,"Barnet- Footprints Life Camp 
Easter and Summer Holiday activities",N19 3HS,https://www.footprintslifecamp.co.uk,https://footprintslifecamp.co.uk,,,,lag_map,0.625,wp,
608,Bekonscot Model Village & Railway,HP9 2PL,For those with a special interest in models and trains.,https://bekonscot.co.uk,,,,lag_map,0.625,wp,
609,"Horse Riding -Berkshire 
South Bucks RDA Group",SL2 4QR,by providing people with the opportunity to ride to benefit their health and well-being in the south Buckinghamshire area.,https://southbucksrda.org,,,,lag_map,0.625,wp,
610,"Horse Riding -Bexley
 Arrow Riding Centre",DA2 6LZ,and have tailor-made programmes progresssing up to National and Paralympic standards.,,,,,lag_map,0.5,np,no_contact
611,"Horse Riding -Brentwood
 Upminster RDA Group",CM14 5QH,RDA Upminster Group,https://ridinglessonsessex.co.uk,,,,lag_map,0.625,wp,
612,"Horse Riding -Brixton 
Ebony Horse Club",SW9 7JD,we will recommend another centre with suitable expertise and facilities. The vast majority of those with special needs or disabilities are fully integrated within our regular classes and we currently have many riders on the autistic spectrum registered with us.,https://ebonyhorseclub.org.uk/riding_ebony_horse_club,,,,lag_map,0.625,wp,
613,"Dance- Basildon,
Essex. 
La Danse Fantastique",SS16 5AP,Essex,https://ladansefantastique.uk.com,,,,lag_map,0.625,wp,
614,"Dance -Bromley 
Magpie Dance",BR1 1HA,Magpie unlocks individual potential and ability by giving participants space to make their own choices and take ownership of what they achieve.,https://magpiedance.org.uk,,,,lag_map,0.625,wp,
615,Paradise Wildlife Park -Broxbourne,EN10 7QA,White Stubbs Lane,https://pwpark.com,,,,lag_map,0.625,wp,
616,"Dance -Camden 
icandance
Fitzjohn's Primary School",,including wheelchair users,https://icandance.org.uk,,,,lag_map,0.5,wc,
617,"Dance -Camden
Greenwood Dance Group
Kentish Town Community Centre",,Free- Please call to register an interest in,,,,,lag_map,0.375,nc,no_contact
618,"Horse Riding -Chelmsford, Essex,
Barrow Farm",CM1 3QR,Barrow Farm RDA,https://barrowfarmrda.org.uk,,,,lag_map,0.625,wp,
619,"Chingford
Model Train Club",E4 7RS,London,https://theengineshed.org.uk,,,,lag_map,0.625,wp,
620,"Drama Therapy- Croydon
Roundabout",CR0 2XX,London,https://roundaboutdramatherapy.org.uk,,,,lag_map,0.625,wp,
621,"Table Tennis -Croydon 
Phab youth club
Eldon",CR0 1DT,Croydon Phab Youth Club is an inclusive youth club for disabled and non-disabled young people.,https://croydonyouth.phab.org.uk,,,,lag_map,0.625,wp,
622,"Music,Drama, Radio,Film at Club Soda -Croydon",CR9 1ET,Club Soda,https://clubsoda.org.uk,,,,lag_map,0.625,wp,
623,Nightlife East London Bubble Club -Access to Nightlife for everyone,E2 0EL,London,https://bubbleclub.org/future-clubs,,,,lag_map,0.625,wp,
624,Creative Workshop East London,E1 1DN,learn skills and collaborate with industry professionals on live productions.,https://bubbleclub.org/bub-hub-workshops,,,,lag_map,0.625,wp,
625,"Climbing -Enfield 
Trent Park Go Ape Adventure Activity",EN4 0DZ,Adventure-activity chain venue where groups explore the forest canopy via a treetop rope course.,https://goape.co.uk/accessibility,,,,lag_map,0.625,wp,
626,Horse riding -Enfield,EN2 9JL,At Gillian's we have a selection of horses that are suitable for riders with mild and severe learning and physical disabilities. During the week we have regular disability classes or mini rides along our track over looking Whitewebbs valley.,https://gilliansridingschool.co.uk/disability-riding,,,,lag_map,0.625,wp,
627,"Horse Riding -Epsom 
Riding for the Disabled",KT19 8QW,and support and encourage our riders.,https://epsomrda.btck.co.uk,,,,lag_map,0.625,wp,
628,Miniature Railway -Essex,CM13 3LX,Barnards Miniature Railway,https://barnardsminiaturerailway.eu/index.php,,,,lag_map,0.625,wp,
629,Dance/Musical Theatre -Essex,SS6 7XJ,singing and musical theatre; as well as holiday workshops.,https://mushroomtheatre.co.uk,,,,lag_map,0.625,wp,
630,"Dance- Finchley 
RAD Ballet",N3 1NX,Inclusive Ballet School in Finchley,https://en-gb.facebook.com/westleydance,,,,lag_map,0.625,wp,
631,"Horse Riding -Greenwich
New Lodge Riding Centre",SE9 4RW,and learning difficulties. We try to cater for all impairments and needs.,https://newlodgerda.org.uk,,,,lag_map,0.625,wp,
632,"Creative Arts- Greenwich
Heart n Soul Company and Charity.",SE8 4AG,develop and share this power and talent as widely as possible.,https://heartnsoul.co.uk,,,,lag_map,0.625,wp,
633,"Sailing -Greenwich
The AHOY Centre",SE8 3JY,Borthwick Street,,,,,lag_map,0.5,np,no_contact
634,"Animal Assisted Therapy & Learning    
-Guildford Westland Farm",GU5 0TL,self-awareness and development.,https://elysianatwestland.org,,,,lag_map,0.625,wp,
635,"Climbing -Hackney 
The Castle Climbing Centre",N4 2HA,The Castle is run by climbers for climbers and as the premier indoor climbing centre in South East England.,https://castle-climbing.co.uk/accessibility,,,,lag_map,0.625,wp,
636,"Therapeutic choir- Hackney 
 Inclusive Notes",N1 5NU,A specialist choir in Hackney for children aged 6-11 with additional needs.,https://inclusivenotes.com,,,,lag_map,0.625,wp,
637,"Martial Arts -Haringey
Bruce Grove Youth Centre",N17 6RA,Free Martial Arts classes for disabled young people of 13 to 24 years,https://sanjuromartialarts.com/inclusion-classes,,,,lag_map,0.625,wp,
638,Art- Haringey Hoffman Foundation Art Centre,N22 7EX,which will assist them in living a life that is more meaningful to them.,https://hoffmannfoundation.org.uk/art-centre,,,,lag_map,0.625,wp,
639,Horse Riding -Heathrow Special Needs Centre,UB7 0EF,Middlesex,https://heathrowspecialneedscentre.org/RDAhorse,,,,lag_map,0.625,wp,
640,Royal Air Force Museum -Hendon,NW9 5LL,London,https://rafmuseum.org.uk/london/plan-your-day/accessibility.aspx,,,,lag_map,0.625,wp,
641,"Lyric Hammersmith- Key club 
Creative Arts and Social club",W6 0QL,London,https://lyric.co.uk/classes/key-club,,,,lag_map,0.625,wp,
642,"Drama Therapy- Islington
Roundabout",N7 6LA,London,https://roundaboutdramatherapy.org.uk,,,,lag_map,0.625,wp,
643,MahaDevi Yoga -Islington,N7 8EQ,London,https://mahadevicentre.com/special-needs,,,,lag_map,0.625,wp,
644,Model Railway Club -Islington,N1 9DA,The Model Railway Club,https://themodelrailwayclub.org,,,,lag_map,0.625,wp,
645,Horse Riding -Kentish Town City Farm,NW5 4BN,friendly and approved by both the British Horse Society and the Riding for the Disabled Association. We have three horses and make full use of our floodlit outdoor arena.,https://ktcityfarm.org.ukdescription:,,,,lag_map,0.625,wp,
646,"Horse Riding -Kensington and Chelsea
Wormwood Scrubs Pony Centre",,London,https://wormwoodscrubsponycentre.org/RIDING-FOR-THE-DISABLED.html,,,,lag_map,0.5,wc,
647,Horse Riding -Kingston RDA Group,KT2 7RG,Kingston RDA Group,https://kingstonridingcentre.com,,,,lag_map,0.625,wp,
648,"Horse Riding -Kingston
Barnfield Riding for the Disabled",KT2 5LL,use the horses and facilities provided by Barnfield.,,,,,lag_map,0.5,np,no_contact
649,"Horse Riding -Lee Valley Riding Centre
RDA Group",E10 7QL,71 Lea Bridge Road,https://visitleevalley.org.uk/go/horseriding,,,,lag_map,0.625,wp,
650,Special Interest Clubs- Maidenhead The Autism Group,SL6 1DX,Braywick Road,https://theautismgroup.org.uk/clubs,,,,lag_map,0.625,wp,
651,Special Interest Clubs- Maidenhead The Autism Group,SL6 6QR,,https://theautismgroup.org.uk/clubs,,,,lag_map,0.5,wp,
652,Special Interest Clubs- Maidenhead The Autism Group,SL6 7BE,4 Cordwallis Street,https://theautismgroup.org.uk/clubs,,,,lag_map,0.625,wp,
653,"Horse Riding -Merton
Deen City Farm",SW19 2RR,and offer RDA lessons.,https://deencityfarm.co.uk/portfolio/riding-school,,,,lag_map,0.625,wp,
654,"Karate therapy -Merton
by OT Play",SW20 8BA,karate for sensory processing difficulties are karate to improve coordination skills.,https://otplay.co.uk,,,,lag_map,0.625,wp,
655,"Equine Therapy- Morden
Time to shine Kids",SM4 4NL,London,https://timetoshinekids.org,,,,lag_map,0.625,wp,
656,"Horse Riding -Newham
Docklands Equestrian Centre",E6 6JF,Docklands Equestrian Centre is a member group of the Riding for the Disabled Association (RDA) and we have RDA qualified staff.,,,,,lag_map,0.5,np,no_contact
657,Dinosaur Escape Northolt,UB5 6QZ,For those with a special interest in dinosaurs.,https://dinosaurescape.co.uk,,,,lag_map,0.625,wp,
658,Shintaido Class - Reading,,Autism-friendly Shintaido class in Reading.,,,,,lag_map,0.375,nc,no_contact
659,Miniature Railway -Reading,RG30 3UE,Amners Farm Road,,,,,lag_map,0.5,np,no_contact
660,"Horse Riding -Redbridge 
Aldersbrook & Wanstead Group (Rda)",E12 5HW,Aldersbrook & Wanstead Group (Rda),,,,,lag_map,0.5,np,no_contact
661,"Horse Riding -Redbridge
Chigwell Riding Trust For Special Needs",IG7 6DP,Chigwell Riding Trust was the first riding centre for people with special needs in the world and has been established in Chigwell for over fifty years. Riding instruction is given to people of all ages and abilities. The riding centre has approximately 160 riders each week.,https://chigride.org.uk/index.html,,,,lag_map,0.625,wp,
662,"Horse Riding -Richmond upon Thames
Hampton Court Road",KT8 9BW,Hampton Court Road,,,,,lag_map,0.5,np,no_contact
663,Knots Arts drama -Richmond,SW14 8AT,Knots Arts drama sessions run in East Sheen and are an exciting place for children aged 4 – 16 years old with social communication difficulties to come and make new friends whilst having fun.,https://knotsarts.com/drama-sessions,,,,lag_map,0.625,wp,
664,"Horse Riding -Richmond
Park Lane Stables",TW12 3QD,Park Lane Stables,https://parklanestables.co.uk/riding-for-the-disabed,,,,lag_map,0.625,wp,
665,Horse Riding -Ruislip Park Stables,HA5 2ND,Pinner,,,,,lag_map,0.5,np,no_contact
666,"Sailing -Shepperton -
Phab Sailing Club",TW17 0NF,Littleton Lane,https://phab.org.uk,,,,lag_map,0.625,wp,
667,"Drama Classes- Slough
Friendly Bombs Theatre Company
Burnham",SL1 7HX,The aim of Friendly Bombs is to provide local learning disabled adults with a true sense of drama and theatre. Phone first for details.,,,,,lag_map,0.5,np,no_contact
668,"Dance/Arts- Southwark
Brockwell Lido Whippersnappers",SE24 0PA,Whippersnappers: inclusive fun,,,,,lag_map,0.5,np,no_contact
669,"Dance/Drama -Southwark 
Dulwich Whippersnappers",SE21 7BQ,London,,,,,lag_map,0.5,np,no_contact
670,"Drama Classes- Sutton 
Orange Frog Theatre Company",SM5 2JF,both of whom have a passion for the performing arts and making it accessible to all..,https://orangefrogtheatrecompany.co.uk,,,,lag_map,0.625,wp,
671,"Horse Riding -Sutton 
The Diamond Centre For Disabled Riders",SM5 4DT,carriage drive or vault at the level of their ability to benefit their health and well being.,,,,,lag_map,0.5,np,no_contact
672,Sutton- Saraswati Yoga Studio,SM1 2SE,122 Robin Hood Lane,https://theyogastudio.org.uk/Childrens%20Classes.html,,,,lag_map,0.625,wp,
673,"Horse Riding -Surrey
Horsley and Bookham RDA Group",KT23 3PS,You can email our group secretary Gemma at horsleyandbookhamrda@hotmail.co.uk or call 01372 458949 after 6pm please.,https://horsleyandbookhamrda.co.uk,,,,lag_map,0.625,wp,
674,"Equine Therapy- Surrey
 Time to shine Kids",KT24 6EA,London,https://timetoshinekids.org,,,,lag_map,0.625,wp,
675,"Horse Riding-Surrey
Leatherhead",KT21 1PP,leatherheadrda1@hotmail.com,https://leatherheadrda.co.uk,,,,lag_map,0.625,wp,
676,Surrey Outdoor Learning & Development,RH5 6DQ,Headley Lane,https://surreyoutdoorlearning.uk,,,,lag_map,0.625,wp,
677,Miniature Railway -Surrey,,Malden and District Society of Model Engineers Ltd. is located in Thames Ditton Surrey. Our miniature railway is known as the Thames Ditton Miniature Railway. The ground level railway is for the large scale trains. The elevated railway is for the smaller scale trains. We hope you will be able to visit us during the year and enjoy the atmosphere of the railway. We have been running passenger trains on the miniature railway for for over 66 years.,https://malden-dsme.co.uk/public/index.asp,,,,lag_map,0.5,wc,
678,Woodlarks Camp Site- Surrey,GU10 3RN,and leave often having exceeded their own expectations.,https://woodlarks.org.uk/what-we-do,,,,lag_map,0.625,wp,
679,Assistive music technology -Tower Hamlets,E2 7HP,We have been pioneering the use of assistive music technology for over 20 years. This enables more people to make music.,https://drakemusic.org,,,,lag_map,0.625,wp,
680,"Horse Riding -Tandridge Oxted
Godstone Group RDA",RH8 9NE,Barrow Green Road,,,,,lag_map,0.5,np,no_contact
681,"Horse Riding -Thurrock
 Sugarloaf RDA",RM15 6RT,and physical health.,,,,,lag_map,0.5,np,no_contact
682,"The Adult Autistic Choir-
Tower Hamlets",,Choirmaster CEO,https://theautisticadultchoir.com,,,,lag_map,0.5,wc,
683,"Horse Riding -Vauxhall 
City Farm Group",SE11 5HS,Postcode:,https://vauxhallcityfarm.org/riding,,,,lag_map,0.625,wp,
684,Dance/Drama-  Wandsworth,SW11 3HP,we're with you all the way.,https://bakedbeancompany.com,,,,lag_map,0.625,wp,
685,Miniature Railway -Ware,SG12 9RP,we are open to the public every weekend for complete family enjoyment.,,,,,lag_map,0.5,np,no_contact
686,"Watford- Herts Inclusive Theatre
Drama Workshops",WD18 9QD,Chaffinch Lane,https://hit-theatre.org.uk,,,,lag_map,0.625,wp,
687,"Horse Riding -Welwyn 
Digswell Place RDA Group",AL8 7SU,Digswell Place RDA Group,https://digswellplacerda.org.uk,,,,lag_map,0.625,wp,
688,Wembley- Partyman World Of Play,HA0 3HG,Partyman World of Play are proud to offer complimentary morning and evening sessions dedicated to children & young adults with special needs where we close the entire venue just for you.,https://partymanworld.co.uk/location/oxford/admissions/sen,,,,lag_map,0.625,wp,
689,"Horse Riding - Westminster
Royal Mews 
Riding For The Disabled",SW7 1SE,Alternative Name	RDA Royal Mews Group,,,,,lag_map,0.5,np,no_contact
690,Live Music Now -City of Westminster,,social and personal development in areas including:,https://livemusicnow.org.uk/children_young_people_and_sen,,,,lag_map,0.5,wc,
691,Miniature Railway -Wokingham,,our railway runs for nearly half a mile through a woodland setting. Why not come down and have a ride.,https://pinewoodrailway.co.uk,,,,lag_map,0.5,wc,
692,Aldenham Country Park SEN Playground and Camping,WD6 3BA,schools and other organisations to visit.,https://aldenhamcountrypark.co.uk/welcome2,,,,lag_map,0.625,wp,
693,The Heathway Centre -Dagenham,RM10 7SJ,,https://lbbd.gov.uk/the-heathway-centre,,,,lag_map,0.5,wp,
